户号,日期,时间,预测值
A4,2018/8/2,0:00,8849.600701
A4,2018/8/3,0:00,8865.661682
A4,2018/8/4,0:00,8881.722664
A4,2018/8/5,0:00,8897.783645
A4,2018/8/6,0:00,8913.844626
A4,2018/8/7,0:00,8929.905607
A4,2018/8/8,0:00,8945.966589
A4,2018/8/9,0:00,8962.02757
A4,2018/8/10,0:00,8978.088551
A4,2018/8/11,0:00,8994.149533
A4,2018/8/12,0:00,9010.210514
A4,2018/8/13,0:00,9026.271495
A4,2018/8/14,0:00,9042.332477
A4,2018/8/15,0:00,9058.393458
A4,2018/8/16,0:00,9074.454439
A4,2018/8/17,0:00,9090.515421
A4,2018/8/18,0:00,9106.576402
A4,2018/8/19,0:00,9122.637383
A4,2018/8/20,0:00,9138.698364
A4,2018/8/21,0:00,9154.759346
A4,2018/8/22,0:00,9170.820327
A4,2018/8/23,0:00,9186.881308
A4,2018/8/24,0:00,9202.94229
A4,2018/8/25,0:00,9219.003271
A4,2018/8/26,0:00,9235.064252
A4,2018/8/27,0:00,9251.125234
A4,2018/8/28,0:00,9267.186215
A4,2018/8/29,0:00,9283.247196
A4,2018/8/30,0:00,9299.308178
A4,2018/8/31,0:00,9315.369159
A4,2018/9/1,0:00,9331.43014
A4,2018/9/2,0:00,9347.491121
A4,2018/9/3,0:00,9363.552103
A4,2018/9/4,0:00,9379.613084
A4,2018/9/5,0:00,9395.674065
A4,2018/9/6,0:00,9411.735047
A4,2018/9/7,0:00,9427.796028
A4,2018/9/8,0:00,9443.857009
A4,2018/9/9,0:00,9459.917991
A4,2018/9/10,0:00,9475.978972
A4,2018/9/11,0:00,9492.039953
A4,2018/9/12,0:00,9508.100935
A4,2018/9/13,0:00,9524.161916
A4,2018/9/14,0:00,9540.222897
A4,2018/9/15,0:00,9556.283879
A4,2018/9/16,0:00,9572.34486
A4,2018/9/17,0:00,9588.405841
A4,2018/9/18,0:00,9604.466822
A4,2018/9/19,0:00,9620.527804
A4,2018/9/20,0:00,9636.588785
A4,2018/9/21,0:00,9652.649766
A4,2018/9/22,0:00,9668.710748
A4,2018/9/23,0:00,9684.771729
A4,2018/9/24,0:00,9700.83271
A4,2018/9/25,0:00,9716.893692
A4,2018/9/26,0:00,9732.954673
A4,2018/9/27,0:00,9749.015654
A4,2018/9/28,0:00,9765.076636
A4,2018/9/29,0:00,9781.137617
A4,2018/9/30,0:00,9797.198598
A5,2018/8/1,0:00,11699.10397
A5,2018/8/2,0:00,11720.37507
A5,2018/8/3,0:00,11741.64617
A5,2018/8/4,0:00,11762.91727
A5,2018/8/5,0:00,11784.18836
A5,2018/8/6,0:00,11805.45946
A5,2018/8/7,0:00,11826.73056
A5,2018/8/8,0:00,11848.00166
A5,2018/8/9,0:00,11869.27276
A5,2018/8/10,0:00,11890.54386
A5,2018/8/11,0:00,11911.81495
A5,2018/8/12,0:00,11933.08605
A5,2018/8/13,0:00,11954.35715
A5,2018/8/14,0:00,11975.62825
A5,2018/8/15,0:00,11996.89935
A5,2018/8/16,0:00,12018.17044
A5,2018/8/17,0:00,12039.44154
A5,2018/8/18,0:00,12060.71264
A5,2018/8/19,0:00,12081.98374
A5,2018/8/20,0:00,12103.25484
A5,2018/8/21,0:00,12124.52593
A5,2018/8/22,0:00,12145.79703
A5,2018/8/23,0:00,12167.06813
A5,2018/8/24,0:00,12188.33923
A5,2018/8/25,0:00,12209.61033
A5,2018/8/26,0:00,12230.88143
A5,2018/8/27,0:00,12252.15252
A5,2018/8/28,0:00,12273.42362
A5,2018/8/29,0:00,12294.69472
A5,2018/8/30,0:00,12315.96582
A5,2018/8/31,0:00,12337.23692
A5,2018/9/1,0:00,12358.50801
A5,2018/9/2,0:00,12379.77911
A5,2018/9/3,0:00,12401.05021
A5,2018/9/4,0:00,12422.32131
A5,2018/9/5,0:00,12443.59241
A5,2018/9/6,0:00,12464.8635
A5,2018/9/7,0:00,12486.1346
A5,2018/9/8,0:00,12507.4057
A5,2018/9/9,0:00,12528.6768
A5,2018/9/10,0:00,12549.9479
A5,2018/9/11,0:00,12571.219
A5,2018/9/12,0:00,12592.49009
A5,2018/9/13,0:00,12613.76119
A5,2018/9/14,0:00,12635.03229
A5,2018/9/15,0:00,12656.30339
A5,2018/9/16,0:00,12677.57449
A5,2018/9/17,0:00,12698.84558
A5,2018/9/18,0:00,12720.11668
A5,2018/9/19,0:00,12741.38778
A5,2018/9/20,0:00,12762.65888
A5,2018/9/21,0:00,12783.92998
A5,2018/9/22,0:00,12805.20107
A5,2018/9/23,0:00,12826.47217
A5,2018/9/24,0:00,12847.74327
A5,2018/9/25,0:00,12869.01437
A5,2018/9/26,0:00,12890.28547
A5,2018/9/27,0:00,12911.55657
A5,2018/9/28,0:00,12932.82766
A5,2018/9/29,0:00,12954.09876
A5,2018/9/30,0:00,12975.36986
