户号,日期,时间,预测值
A3,2018-08-06,0:00,1699.1411003974808
A3,2018-08-07,0:00,1702.0137613958022
A3,2018-08-08,0:00,1704.7870048517173
A3,2018-08-09,0:00,1707.6876323406796
A3,2018-08-10,0:00,1710.337663294212
A3,2018-08-11,0:00,1712.9274586604233
A3,2018-08-12,0:00,1715.4648231934939
A3,2018-08-13,0:00,1718.285140221999
A3,2018-08-14,0:00,1721.3154106383527
A3,2018-08-15,0:00,1724.1596364062714
A3,2018-08-16,0:00,1726.9693586855694
A3,2018-08-17,0:00,1729.91967004186
A3,2018-08-18,0:00,1732.7586814183774
A3,2018-08-19,0:00,1735.6323473265911
A3,2018-08-20,0:00,1738.434977044943
A3,2018-08-21,0:00,1741.304704766518
A3,2018-08-22,0:00,1743.944330404904
A3,2018-08-23,0:00,1746.5391167299135
A3,2018-08-24,0:00,1749.0544771649925
A3,2018-08-25,0:00,1751.874255244623
A3,2018-08-26,0:00,1754.9152925311353
A3,2018-08-27,0:00,1757.7743516509454
A3,2018-08-28,0:00,1760.5997234707575
A3,2018-08-29,0:00,1763.5655241222062
A3,2018-08-30,0:00,1766.4197651342504
A3,2018-08-31,0:00,1769.3085072873114
A3,2018-09-01,0:00,1772.1261523871267
A3,2018-09-02,0:00,1775.0108804209156
A3,2018-09-03,0:00,1777.6655067668821
A3,2018-09-04,0:00,1780.2752967941321
A3,2018-09-05,0:00,1782.805662962451
A3,2018-09-06,0:00,1785.6404476611465
A3,2018-09-07,0:00,1788.6964918223775
A3,2018-09-08,0:00,1791.5705578366587
A3,2018-09-09,0:00,1794.4109365187096
A3,2018-09-10,0:00,1797.3917440062094
A3,2018-09-11,0:00,1800.2609918417334
A3,2018-09-12,0:00,1803.164740814168
A3,2018-09-13,0:00,1805.9973927327442
A3,2018-09-14,0:00,1808.8971275856022
A3,2018-09-15,0:00,1811.5667607509647
A3,2018-09-16,0:00,1814.1915575977853
A3,2018-09-17,0:00,1816.7369305857385
A3,2018-09-18,0:00,1819.5867221040812
A3,2018-09-19,0:00,1822.6577730849567
A3,2018-09-20,0:00,1825.5468459188787
A3,2018-09-21,0:00,1828.4022314205688
A3,2018-09-22,0:00,1831.3980457277055
A3,2018-09-23,0:00,1834.2823003828664
A3,2018-09-24,0:00,1837.201056174939
A3,2018-09-25,0:00,1840.0487149131518
A3,2018-09-26,0:00,1842.9634565856466
A3,2018-09-27,0:00,1845.6480965706469
A3,2018-09-28,0:00,1848.2879002371049
A3,2018-09-29,0:00,1850.8482800446948
A3,2018-09-30,0:00,1853.713078382675
A4,2018-08-01,0:00,6873.289187905109
A4,2018-08-02,0:00,6883.438034516947
A4,2018-08-03,0:00,6892.57055142942
A4,2018-08-04,0:00,6901.294589642004
A4,2018-08-05,0:00,6910.824364986816
A4,2018-08-06,0:00,6919.632303179559
A4,2018-08-07,0:00,6929.054057757344
A4,2018-08-08,0:00,6938.054041099188
A4,2018-08-09,0:00,6947.544560970068
A4,2018-08-10,0:00,6955.89713989533
A4,2018-08-11,0:00,6964.109990916009
A4,2018-08-12,0:00,6972.3185307406175
A4,2018-08-13,0:00,6981.229401129462
A4,2018-08-14,0:00,6991.109298541377
A4,2018-08-15,0:00,7000.367036343527
A4,2018-08-16,0:00,7009.572004613898
A4,2018-08-17,0:00,7019.187633868621
A4,2018-08-18,0:00,7028.315467389688
A4,2018-08-19,0:00,7037.704210218598
A4,2018-08-20,0:00,7046.76942833774
A4,2018-08-21,0:00,7056.144886616451
A4,2018-08-22,0:00,7064.431176309273
A4,2018-08-23,0:00,7072.620412641167
A4,2018-08-24,0:00,7080.7415996399595
A4,2018-08-25,0:00,7089.646123955903
A4,2018-08-26,0:00,7099.561514110879
A4,2018-08-27,0:00,7108.866323759341
A4,2018-08-28,0:00,7118.119858742581
A4,2018-08-29,0:00,7127.783703816648
A4,2018-08-30,0:00,7136.9594646253
A4,2018-08-31,0:00,7146.396036598888
A4,2018-09-01,0:00,7155.509065374034
A4,2018-09-02,0:00,7164.932334680815
A4,2018-09-03,0:00,7173.266437195833
A4,2018-09-04,0:00,7181.503487119524
A4,2018-09-05,0:00,7189.672487896335
A4,2018-09-06,0:00,7198.6248260058255
A4,2018-09-07,0:00,7208.588029944894
A4,2018-09-08,0:00,7217.940653371854
A4,2018-09-09,0:00,7227.242002131922
A4,2018-09-10,0:00,7236.953660982566
A4,2018-09-11,0:00,7246.177235567829
A4,2018-09-12,0:00,7255.661621318061
A4,2018-09-13,0:00,7264.822463869868
A4,2018-09-14,0:00,7274.293546953313
A4,2018-09-15,0:00,7282.675463244993
A4,2018-09-16,0:00,7290.960326945348
A4,2018-09-17,0:00,7299.177141498822
A4,2018-09-18,0:00,7308.177293384974
A4,2018-09-19,0:00,7318.1883111007055
A4,2018-09-20,0:00,7327.588748304327
A4,2018-09-21,0:00,7336.937910841061
A4,2018-09-22,0:00,7346.697383468367
A4,2018-09-23,0:00,7355.96877183029
A4,2018-09-24,0:00,7365.500971357187
A4,2018-09-25,0:00,7374.709627685656
A4,2018-09-26,0:00,7384.228524545764
A4,2018-09-27,0:00,7392.658254614106
A4,2018-09-28,0:00,7400.990932091123
A4,2018-09-29,0:00,7409.255560421259
A4,2018-09-30,0:00,7418.303526084073
A5,2018-08-01,0:00,9103.163404709689
A5,2018-08-02,0:00,9117.728722178936
A5,2018-08-03,0:00,9130.98339124603
A5,2018-08-04,0:00,9144.057056869025
A5,2018-08-05,0:00,9158.387712307545
A5,2018-08-06,0:00,9171.895329443594
A5,2018-08-07,0:00,9185.601360917426
A5,2018-08-08,0:00,9198.72733070983
A5,2018-08-09,0:00,9212.525889625085
A5,2018-08-10,0:00,9224.914920201672
A5,2018-08-11,0:00,9237.23983921082
A5,2018-08-12,0:00,9249.368942647692
A5,2018-08-13,0:00,9262.908941705196
A5,2018-08-14,0:00,9277.367255780951
A5,2018-08-15,0:00,9290.993780222469
A5,2018-08-16,0:00,9304.715446620396
A5,2018-08-17,0:00,9319.348855054845
A5,2018-08-18,0:00,9333.344609850361
A5,2018-08-19,0:00,9347.089982904317
A5,2018-08-20,0:00,9360.468024507669
A5,2018-08-21,0:00,9374.22138885907
A5,2018-08-22,0:00,9386.584872130215
A5,2018-08-23,0:00,9398.829264191789
A5,2018-08-24,0:00,9410.895360586941
A5,2018-08-25,0:00,9424.489365007226
A5,2018-08-26,0:00,9439.056999508695
A5,2018-08-27,0:00,9452.813065631422
A5,2018-08-28,0:00,9466.668193296322
A5,2018-08-29,0:00,9481.433192074343
A5,2018-08-30,0:00,9495.557671771054
A5,2018-08-31,0:00,9509.429561704086
A5,2018-09-01,0:00,9522.932813042597
A5,2018-09-02,0:00,9536.810755006905
A5,2018-09-03,0:00,9549.29857649136
A5,2018-09-04,0:00,9561.667254061082
A5,2018-09-05,0:00,9573.857652119425
A5,2018-09-06,0:00,9587.57598816849
A5,2018-09-07,0:00,9602.267978333732
A5,2018-09-08,0:00,9616.148414688309
A5,2018-09-09,0:00,9630.127919788818
A5,2018-09-10,0:00,9645.01729882161
A5,2018-09-11,0:00,9659.266159460238
A5,2018-09-12,0:00,9673.262430208199
A5,2018-09-13,0:00,9686.890062050532
A5,2018-09-14,0:00,9700.89238425785
A5,2018-09-15,0:00,9713.504585823333
A5,2018-09-16,0:00,9725.997643392207
A5,2018-09-17,0:00,9738.312421416662
A5,2018-09-18,0:00,9752.15513742308
A5,2018-09-19,0:00,9766.971507546496
A5,2018-09-20,0:00,9780.976323862445
A5,2018-09-21,0:00,9795.080208927151
A5,2018-09-22,0:00,9810.093967925935
A5,2018-09-23,0:00,9824.467208531481
A5,2018-09-24,0:00,9838.587859246749
A5,2018-09-25,0:00,9852.3398710565
A5,2018-09-26,0:00,9866.466573231231
A5,2018-09-27,0:00,9879.203154764093
A5,2018-09-28,0:00,9891.820592300315
A5,2018-09-29,0:00,9904.259750292098
A5,2018-09-30,0:00,9918.226846265838
