户号,日期,时间,预测值
A2,2018/9/28,0:00,10705.04
A2,2018/9/29,0:00,10714.67
A2,2018/9/30,0:00,10724.3
A1,2018/8/1,0:00,9769.09
A1,2018/8/2,0:00,9776.25
A1,2018/8/3,0:00,9783.42
A1,2018/8/4,0:00,9790.58
A1,2018/8/5,0:00,9797.74
A1,2018/8/6,0:00,9804.9
A1,2018/8/7,0:00,9812.07
A1,2018/8/8,0:00,9819.23
A1,2018/8/9,0:00,9826.39
A1,2018/8/10,0:00,9833.55
A1,2018/8/11,0:00,9840.72
A1,2018/8/12,0:00,9847.88
A1,2018/8/13,0:00,9855.04
A1,2018/8/14,0:00,9862.2
A1,2018/8/15,0:00,9869.37
A1,2018/8/16,0:00,9876.53
A1,2018/8/17,0:00,9883.69
A1,2018/8/18,0:00,9890.85
A1,2018/8/19,0:00,9898.02
A1,2018/8/20,0:00,9905.18
A1,2018/8/21,0:00,9912.34
A1,2018/8/22,0:00,9919.5
A1,2018/8/23,0:00,9926.67
A1,2018/8/24,0:00,9933.83
A1,2018/8/25,0:00,9940.99
A1,2018/8/26,0:00,9948.15
A1,2018/8/27,0:00,9955.32
A1,2018/8/28,0:00,9962.48
A1,2018/8/29,0:00,9969.64
A1,2018/8/30,0:00,9976.8
A1,2018/8/31,0:00,9983.97
A1,2018/9/1,0:00,9991.13
A1,2018/9/2,0:00,9998.29
A1,2018/9/3,0:00,10005.45
A1,2018/9/4,0:00,10012.62
A1,2018/9/5,0:00,10019.78
A1,2018/9/6,0:00,10026.94
A1,2018/9/7,0:00,10034.1
A1,2018/9/8,0:00,10041.27
A1,2018/9/9,0:00,10048.43
A1,2018/9/10,0:00,10055.59
A1,2018/9/11,0:00,10062.75
A1,2018/9/12,0:00,10069.92
A1,2018/9/13,0:00,10077.08
A1,2018/9/14,0:00,10084.24
A1,2018/9/15,0:00,10091.4
A1,2018/9/16,0:00,10098.57
A1,2018/9/17,0:00,10105.73
A1,2018/9/18,0:00,10112.89
A1,2018/9/19,0:00,10120.05
A1,2018/9/20,0:00,10127.22
A1,2018/9/21,0:00,10134.38
A1,2018/9/22,0:00,10141.54
A1,2018/9/23,0:00,10148.71
A1,2018/9/24,0:00,10155.87
A1,2018/9/25,0:00,10163.03
A1,2018/9/26,0:00,10170.19
A1,2018/9/27,0:00,10177.36
A1,2018/9/28,0:00,10184.52
A1,2018/9/29,0:00,10191.68
A1,2018/9/30,0:00,10198.84
A4,2018/8/1,0:00,6876.69
A4,2018/8/2,0:00,6883.04
A4,2018/8/3,0:00,6889.39
A4,2018/8/4,0:00,6895.75
A4,2018/8/5,0:00,6902.1
A4,2018/8/6,0:00,6908.46
A4,2018/8/7,0:00,6914.81
A4,2018/8/8,0:00,6921.17
A4,2018/8/9,0:00,6927.52
A4,2018/8/10,0:00,6933.87
A4,2018/8/11,0:00,6940.23
A4,2018/8/12,0:00,6946.58
A4,2018/8/13,0:00,6952.94
A4,2018/8/14,0:00,6959.29
A4,2018/8/15,0:00,6965.65
A4,2018/8/16,0:00,6972
A4,2018/8/17,0:00,6978.35
A4,2018/8/18,0:00,6984.71
A4,2018/8/19,0:00,6991.06
A4,2018/8/20,0:00,6997.42
A4,2018/8/21,0:00,7003.77
A4,2018/8/22,0:00,7010.12
A4,2018/8/23,0:00,7016.48
A4,2018/8/24,0:00,7022.83
A4,2018/8/25,0:00,7029.19
A4,2018/8/26,0:00,7035.54
A4,2018/8/27,0:00,7041.9
A4,2018/8/28,0:00,7048.25
A4,2018/8/29,0:00,7054.6
A4,2018/8/30,0:00,7060.96
A4,2018/8/31,0:00,7067.31
A4,2018/9/1,0:00,7073.67
A4,2018/9/2,0:00,7080.02
A4,2018/9/3,0:00,7086.38
A4,2018/9/4,0:00,7092.73
A4,2018/9/5,0:00,7099.08
A4,2018/9/6,0:00,7105.44
A4,2018/9/7,0:00,7111.79
A4,2018/9/8,0:00,7118.15
A4,2018/9/9,0:00,7124.5
A4,2018/9/10,0:00,7130.85
A4,2018/9/11,0:00,7137.21
A4,2018/9/12,0:00,7143.56
A4,2018/9/13,0:00,7149.92
A4,2018/9/14,0:00,7156.27
A4,2018/9/15,0:00,7162.63
A4,2018/9/16,0:00,7168.98
A4,2018/9/17,0:00,7175.33
A4,2018/9/18,0:00,7181.69
A4,2018/9/19,0:00,7188.04
A4,2018/9/20,0:00,7194.4
A4,2018/9/21,0:00,7200.75
A4,2018/9/22,0:00,7207.1
A4,2018/9/23,0:00,7213.46
A4,2018/9/24,0:00,7219.81
A4,2018/9/25,0:00,7226.17
A4,2018/9/26,0:00,7232.52
A4,2018/9/27,0:00,7238.88
A4,2018/9/28,0:00,7245.23
A4,2018/9/29,0:00,7251.58
A4,2018/9/30,0:00,7257.94
A5,2018/8/1,0:00,8916.45
A5,2018/8/2,0:00,8924.89
A5,2018/8/3,0:00,8933.33
A5,2018/8/4,0:00,8941.77
A5,2018/8/5,0:00,8950.21
A5,2018/8/6,0:00,8958.65
A5,2018/8/7,0:00,8967.09
A5,2018/8/8,0:00,8975.53
A5,2018/8/9,0:00,8983.98
A5,2018/8/10,0:00,8992.42
A5,2018/8/11,0:00,9000.86
A5,2018/8/12,0:00,9009.3
A5,2018/8/13,0:00,9017.74
A5,2018/8/14,0:00,9026.18
A5,2018/8/15,0:00,9034.62
A5,2018/8/16,0:00,9043.06
A5,2018/8/17,0:00,9051.5
A5,2018/8/18,0:00,9059.95
A5,2018/8/19,0:00,9068.39
A5,2018/8/20,0:00,9076.83
A5,2018/8/21,0:00,9085.27
A5,2018/8/22,0:00,9093.71
A5,2018/8/23,0:00,9102.15
A5,2018/8/24,0:00,9110.59
A5,2018/8/25,0:00,9119.03
A5,2018/8/26,0:00,9127.47
A5,2018/8/27,0:00,9135.92
A5,2018/8/28,0:00,9144.36
A5,2018/8/29,0:00,9152.8
A5,2018/8/30,0:00,9161.24
A5,2018/8/31,0:00,9169.68
A5,2018/9/1,0:00,9178.12
A5,2018/9/2,0:00,9186.56
A5,2018/9/3,0:00,9195
A5,2018/9/4,0:00,9203.45
A5,2018/9/5,0:00,9211.89
A5,2018/9/6,0:00,9220.33
A5,2018/9/7,0:00,9228.77
A5,2018/9/8,0:00,9237.21
A5,2018/9/9,0:00,9245.65
A5,2018/9/10,0:00,9254.09
A5,2018/9/11,0:00,9262.53
A5,2018/9/12,0:00,9270.97
A5,2018/9/13,0:00,9279.42
A5,2018/9/14,0:00,9287.86
A5,2018/9/15,0:00,9296.3
A5,2018/9/16,0:00,9304.74
A5,2018/9/17,0:00,9313.18
A5,2018/9/18,0:00,9321.62
A5,2018/9/19,0:00,9330.06
A5,2018/9/20,0:00,9338.5
A5,2018/9/21,0:00,9346.94
A5,2018/9/22,0:00,9355.39
A5,2018/9/23,0:00,9363.83
A5,2018/9/24,0:00,9372.27
A5,2018/9/25,0:00,9380.71
A5,2018/9/26,0:00,9389.15
A5,2018/9/27,0:00,9397.59
A5,2018/9/28,0:00,9406.03
A5,2018/9/29,0:00,9414.47
A5,2018/9/30,0:00,9422.92
