户号,日期,时间,预测值
A1,2018/9/27,0:00,10561.49008
A1,2018/9/28,0:00,10574.88887
A1,2018/9/29,0:00,10588.53595
A1,2018/9/30,0:00,10602.05809
A2,2018/8/1,0:00,10291.32841
A2,2018/8/2,0:00,10305.51083
A2,2018/8/3,0:00,10319.44422
A2,2018/8/4,0:00,10332.83827
A2,2018/8/5,0:00,10343.40284
A2,2018/8/6,0:00,10359.18071
A2,2018/8/7,0:00,10370.07044
A2,2018/8/8,0:00,10381.38912
A2,2018/8/9,0:00,10393.99644
A2,2018/8/10,0:00,10407.54386
A2,2018/8/11,0:00,10425.59099
A2,2018/8/12,0:00,10442.89826
A2,2018/8/13,0:00,10460.44126
A2,2018/8/14,0:00,10476.78579
A2,2018/8/15,0:00,10493.91548
A2,2018/8/16,0:00,10511.02228
A2,2018/8/17,0:00,10526.84556
A2,2018/8/18,0:00,10545.52162
A2,2018/8/19,0:00,10559.20923
A2,2018/8/20,0:00,10575.2794
A2,2018/8/21,0:00,10589.82802
A2,2018/8/22,0:00,10600.31831
A2,2018/8/23,0:00,10610.55098
A2,2018/8/24,0:00,10620.66783
A2,2018/8/25,0:00,10632.87301
A2,2018/8/26,0:00,10646.93697
A2,2018/8/27,0:00,10660.19283
A2,2018/8/28,0:00,10675.52906
A2,2018/8/29,0:00,10689.23173
A2,2018/8/30,0:00,10705.3864
A2,2018/8/31,0:00,10721.46192
A2,2018/9/1,0:00,10736.27627
A2,2018/9/2,0:00,10751.26592
A2,2018/9/3,0:00,10766.13411
A2,2018/9/4,0:00,10780.22793
A2,2018/9/5,0:00,10791.27053
A2,2018/9/6,0:00,10807.85596
A2,2018/9/7,0:00,10819.14193
A2,2018/9/8,0:00,10830.8802
A2,2018/9/9,0:00,10844.34648
A2,2018/9/10,0:00,10858.74611
A2,2018/9/11,0:00,10877.85031
A2,2018/9/12,0:00,10896.02423
A2,2018/9/13,0:00,10914.6389
A2,2018/9/14,0:00,10931.99652
A2,2018/9/15,0:00,10950.185
A2,2018/9/16,0:00,10968.36117
A2,2018/9/17,0:00,10985.36275
A2,2018/9/18,0:00,11005.11251
A2,2018/9/19,0:00,11019.78774
A2,2018/9/20,0:00,11037.15612
A2,2018/9/21,0:00,11052.7847
A2,2018/9/22,0:00,11063.80207
A2,2018/9/23,0:00,11074.6164
A2,2018/9/24,0:00,11085.0033
A2,2018/9/25,0:00,11097.63062
A2,2018/9/26,0:00,11112.21224
A2,2018/9/27,0:00,11126.19025
A2,2018/9/28,0:00,11142.63091
A2,2018/9/29,0:00,11157.23832
A2,2018/9/30,0:00,11174.45593
A3,2018/8/1,0:00,1684.799089
A3,2018/8/2,0:00,1687.649873
A3,2018/8/3,0:00,1690.683879
A3,2018/8/4,0:00,1693.377137
A3,2018/8/5,0:00,1695.607164
A3,2018/8/6,0:00,1698.906623
A3,2018/8/7,0:00,1700.77915
A3,2018/8/8,0:00,1702.962086
A3,2018/8/9,0:00,1705.364365
A3,2018/8/10,0:00,1707.885931
A3,2018/8/11,0:00,1711.133132
A3,2018/8/12,0:00,1714.498651
A3,2018/8/13,0:00,1718.155627
A3,2018/8/14,0:00,1721.460987
A3,2018/8/15,0:00,1724.809785
A3,2018/8/16,0:00,1728.159274
A3,2018/8/17,0:00,1731.271547
A3,2018/8/18,0:00,1734.855052
A3,2018/8/19,0:00,1737.717855
A3,2018/8/20,0:00,1741.052463
A3,2018/8/21,0:00,1743.878961
A3,2018/8/22,0:00,1745.997163
A3,2018/8/23,0:00,1748.487792
A3,2018/8/24,0:00,1750.40277
A3,2018/8/25,0:00,1752.924052
A3,2018/8/26,0:00,1755.736864
A3,2018/8/27,0:00,1758.623953
A3,2018/8/28,0:00,1761.92437
A3,2018/8/29,0:00,1765.310754
A3,2018/8/30,0:00,1768.659874
A3,2018/8/31,0:00,1771.840387
A3,2018/9/1,0:00,1774.811447
A3,2018/9/2,0:00,1777.742687
A3,2018/9/3,0:00,1780.949483
A3,2018/9/4,0:00,1783.790059
A3,2018/9/5,0:00,1786.225668
A3,2018/9/6,0:00,1789.512287
A3,2018/9/7,0:00,1791.550312
A3,2018/9/8,0:00,1793.900746
A3,2018/9/9,0:00,1796.60425
A3,2018/9/10,0:00,1799.365555
A3,2018/9/11,0:00,1802.961031
A3,2018/9/12,0:00,1806.484103
A3,2018/9/13,0:00,1810.330622
A3,2018/9/14,0:00,1813.922569
A3,2018/9/15,0:00,1817.615538
A3,2018/9/16,0:00,1821.281892
A3,2018/9/17,0:00,1824.712845
A3,2018/9/18,0:00,1828.504391
A3,2018/9/19,0:00,1831.728505
A3,2018/9/20,0:00,1835.407478
A3,2018/9/21,0:00,1838.636983
A3,2018/9/22,0:00,1841.043207
A3,2018/9/23,0:00,1843.588477
A3,2018/9/24,0:00,1845.79158
A3,2018/9/25,0:00,1848.408647
A3,2018/9/26,0:00,1851.516781
A3,2018/9/27,0:00,1854.631993
A3,2018/9/28,0:00,1858.264355
A3,2018/9/29,0:00,1861.926651
A3,2018/9/30,0:00,1865.51433
A4,2018/8/1,0:00,6872.800106
A4,2018/8/2,0:00,6881.825357
A4,2018/8/3,0:00,6891.545222
A4,2018/8/4,0:00,6900.268393
A4,2018/8/5,0:00,6907.710352
A4,2018/8/6,0:00,6918.373892
A4,2018/8/7,0:00,6924.416987
A4,2018/8/8,0:00,6930.671873
A4,2018/8/9,0:00,6938.384339
A4,2018/8/10,0:00,6946.70021
A4,2018/8/11,0:00,6957.293348
A4,2018/8/12,0:00,6968.076931
A4,2018/8/13,0:00,6980.242918
A4,2018/8/14,0:00,6990.940346
A4,2018/8/15,0:00,7001.849648
A4,2018/8/16,0:00,7012.606242
A4,2018/8/17,0:00,7021.889222
A4,2018/8/18,0:00,7033.164544
A4,2018/8/19,0:00,7042.729102
A4,2018/8/20,0:00,7053.574716
A4,2018/8/21,0:00,7062.636357
A4,2018/8/22,0:00,7069.462912
A4,2018/8/23,0:00,7077.796423
A4,2018/8/24,0:00,7084.013866
A4,2018/8/25,0:00,7092.189426
A4,2018/8/26,0:00,7101.468177
A4,2018/8/27,0:00,7110.934952
A4,2018/8/28,0:00,7121.912331
A4,2018/8/29,0:00,7132.934831
A4,2018/8/30,0:00,7143.680159
A4,2018/8/31,0:00,7153.984177
A4,2018/9/1,0:00,7163.420486
A4,2018/9/2,0:00,7172.739423
A4,2018/9/3,0:00,7182.994899
A4,2018/9/4,0:00,7192.24277
A4,2018/9/5,0:00,7200.447996
A4,2018/9/6,0:00,7211.062386
A4,2018/9/7,0:00,7217.782513
A4,2018/9/8,0:00,7223.943691
A4,2018/9/9,0:00,7232.646497
A4,2018/9/10,0:00,7241.836425
A4,2018/9/11,0:00,7253.74038
A4,2018/9/12,0:00,7265.058094
A4,2018/9/13,0:00,7277.917872
A4,2018/9/14,0:00,7289.63486
A4,2018/9/15,0:00,7301.821675
A4,2018/9/16,0:00,7313.696212
A4,2018/9/17,0:00,7323.241529
A4,2018/9/18,0:00,7334.931516
A4,2018/9/19,0:00,7345.787862
A4,2018/9/20,0:00,7357.870744
A4,2018/9/21,0:00,7368.468649
A4,2018/9/22,0:00,7376.377281
A4,2018/9/23,0:00,7384.911737
A4,2018/9/24,0:00,7392.212959
A4,2018/9/25,0:00,7400.834092
A4,2018/9/26,0:00,7411.280937
A4,2018/9/27,0:00,7421.613532
A4,2018/9/28,0:00,7433.813767
A4,2018/9/29,0:00,7445.821659
A4,2018/9/30,0:00,7457.450199
A5,2018/8/1,0:00,9103.049592
A5,2018/8/2,0:00,9115.584935
A5,2018/8/3,0:00,9129.903528
A5,2018/8/4,0:00,9142.589907
A5,2018/8/5,0:00,9153.203635
A5,2018/8/6,0:00,9168.098273
A5,2018/8/7,0:00,9178.306939
A5,2018/8/8,0:00,9188.586069
A5,2018/8/9,0:00,9200.230595
A5,2018/8/10,0:00,9212.272766
A5,2018/8/11,0:00,9228.644682
A5,2018/8/12,0:00,9243.37808
A5,2018/8/13,0:00,9260.346496
A5,2018/8/14,0:00,9275.890986
A5,2018/8/15,0:00,9292.0296
A5,2018/8/16,0:00,9308.570395
A5,2018/8/17,0:00,9324.43381
A5,2018/8/18,0:00,9341.357608
A5,2018/8/19,0:00,9354.931754
A5,2018/8/20,0:00,9371.015098
A5,2018/8/21,0:00,9383.989488
A5,2018/8/22,0:00,9393.442128
A5,2018/8/23,0:00,9405.530818
A5,2018/8/24,0:00,9415.696903
A5,2018/8/25,0:00,9427.592213
A5,2018/8/26,0:00,9441.50011
A5,2018/8/27,0:00,9454.391957
A5,2018/8/28,0:00,9469.117527
A5,2018/8/29,0:00,9484.722821
A5,2018/8/30,0:00,9500.96128
A5,2018/8/31,0:00,9516.448473
A5,2018/9/1,0:00,9531.738525
A5,2018/9/2,0:00,9545.061363
A5,2018/9/3,0:00,9560.493397
A5,2018/9/4,0:00,9573.994957
A5,2018/9/5,0:00,9585.33205
A5,2018/9/6,0:00,9601.09536
A5,2018/9/7,0:00,9611.836512
A5,2018/9/8,0:00,9622.657165
A5,2018/9/9,0:00,9635.3649
A5,2018/9/10,0:00,9648.534623
A5,2018/9/11,0:00,9666.110131
A5,2018/9/12,0:00,9681.680031
A5,2018/9/13,0:00,9699.967152
A5,2018/9/14,0:00,9716.695838
A5,2018/9/15,0:00,9734.069427
A5,2018/9/16,0:00,9751.851051
A5,2018/9/17,0:00,9769.08574
A5,2018/9/18,0:00,9787.292639
A5,2018/9/19,0:00,9802.045642
A5,2018/9/20,0:00,9819.659548
A5,2018/9/21,0:00,9833.735761
A5,2018/9/22,0:00,9843.721
A5,2018/9/23,0:00,9856.632019
A5,2018/9/24,0:00,9867.17566
A5,2018/9/25,0:00,9879.67949
A5,2018/9/26,0:00,9894.335641
A5,2018/9/27,0:00,9908.070771
A5,2018/9/28,0:00,9924.020478
A5,2018/9/29,0:00,9940.741747
A5,2018/9/30,0:00,9958.285892
