户号,日期,时间,预测值
A2,2018/8/14,0:00,10471.40662
A2,2018/8/15,0:00,10484.93146
A2,2018/8/16,0:00,10497.14418
A2,2018/8/17,0:00,10508.1776
A2,2018/8/18,0:00,10521.74231
A2,2018/8/19,0:00,10536.41428
A2,2018/8/20,0:00,10550.03132
A2,2018/8/21,0:00,10563.31438
A2,2018/8/22,0:00,10576.4204
A2,2018/8/23,0:00,10589.52641
A2,2018/8/24,0:00,10602.63243
A2,2018/8/25,0:00,10610.79702
A2,2018/8/26,0:00,10619.67764
A2,2018/8/27,0:00,10632.06883
A2,2018/8/28,0:00,10645.28526
A2,2018/8/29,0:00,10658.5017
A2,2018/8/30,0:00,10671.96522
A2,2018/8/31,0:00,10684.35641
A2,2018/9/1,0:00,10697.57285
A2,2018/9/2,0:00,10710.78928
A2,2018/9/3,0:00,10724.06493
A2,2018/9/4,0:00,10739.85494
A2,2018/9/5,0:00,10753.28616
A2,2018/9/6,0:00,10767.20954
A2,2018/9/7,0:00,10774.64811
A2,2018/9/8,0:00,10784.41337
A2,2018/9/9,0:00,10795.78118
A2,2018/9/10,0:00,10806.80353
A2,2018/9/11,0:00,10814.24209
A2,2018/9/12,0:00,10824.06983
A2,2018/9/13,0:00,10833.76141
A2,2018/9/14,0:00,10845.33965
A2,2018/9/15,0:00,10857.8063
A2,2018/9/16,0:00,10869.11234
A2,2018/9/17,0:00,10880.41839
A2,2018/9/18,0:00,10892.52549
A2,2018/9/19,0:00,10905.80113
A2,2018/9/20,0:00,10917.90823
A2,2018/9/21,0:00,10925.498
A2,2018/9/22,0:00,10932.32144
A2,2018/9/23,0:00,10943.68925
A2,2018/9/24,0:00,10955.64566
A2,2018/9/25,0:00,10964.35978
A2,2018/9/26,0:00,10972.13929
A2,2018/9/27,0:00,10981.90455
A2,2018/9/28,0:00,10990.52535
A2,2018/9/29,0:00,10999.2864
A2,2018/9/30,0:00,11012.68962
A3,2018/8/1,0:00,1684.571137
A3,2018/8/2,0:00,1687.134056
A3,2018/8/3,0:00,1689.26179
A3,2018/8/4,0:00,1692.225573
A3,2018/8/5,0:00,1695.189355
A3,2018/8/6,0:00,1698.217559
A3,2018/8/7,0:00,1701.245762
A3,2018/8/8,0:00,1704.273966
A3,2018/8/9,0:00,1707.237749
A3,2018/8/10,0:00,1710.201532
A3,2018/8/11,0:00,1712.875235
A3,2018/8/12,0:00,1715.279403
A3,2018/8/13,0:00,1717.842322
A3,2018/8/14,0:00,1720.561097
A3,2018/8/15,0:00,1723.192661
A3,2018/8/16,0:00,1725.551278
A3,2018/8/17,0:00,1727.679012
A3,2018/8/18,0:00,1730.370149
A3,2018/8/19,0:00,1733.36237
A3,2018/8/20,0:00,1736.081144
A3,2018/8/21,0:00,1738.688961
A3,2018/8/22,0:00,1741.251881
A3,2018/8/23,0:00,1743.814801
A3,2018/8/24,0:00,1746.37772
A3,2018/8/25,0:00,1748.009011
A3,2018/8/26,0:00,1749.864282
A3,2018/8/27,0:00,1752.327014
A3,2018/8/28,0:00,1754.899543
A3,2018/8/29,0:00,1757.472073
A3,2018/8/30,0:00,1760.101229
A3,2018/8/31,0:00,1762.563961
A3,2018/9/1,0:00,1765.13649
A3,2018/9/2,0:00,1767.70902
A3,2018/9/3,0:00,1770.239233
A3,2018/9/4,0:00,1773.313172
A3,2018/9/5,0:00,1775.920923
A3,2018/9/6,0:00,1778.551661
A3,2018/9/7,0:00,1780.119648
A3,2018/9/8,0:00,1781.983167
A3,2018/9/9,0:00,1784.129833
A3,2018/9/10,0:00,1786.238174
A3,2018/9/11,0:00,1787.806161
A3,2018/9/12,0:00,1789.791593
A3,2018/9/13,0:00,1791.831791
A3,2018/9/14,0:00,1794.127398
A3,2018/9/15,0:00,1796.565283
A3,2018/9/16,0:00,1798.809311
A3,2018/9/17,0:00,1801.053339
A3,2018/9/18,0:00,1803.43436
A3,2018/9/19,0:00,1805.964573
A3,2018/9/20,0:00,1808.345594
A3,2018/9/21,0:00,1809.948634
A3,2018/9/22,0:00,1811.412518
A3,2018/9/23,0:00,1813.559184
A3,2018/9/24,0:00,1815.833273
A3,2018/9/25,0:00,1817.560011
A3,2018/9/26,0:00,1819.169984
A3,2018/9/27,0:00,1821.033502
A3,2018/9/28,0:00,1822.661993
A3,2018/9/29,0:00,1824.298438
A3,2018/9/30,0:00,1826.727152
A4,2018/8/1,0:00,6872.970867
A4,2018/8/2,0:00,6882.226167
A4,2018/8/3,0:00,6889.879482
A4,2018/8/4,0:00,6899.829015
A4,2018/8/5,0:00,6909.778547
A4,2018/8/6,0:00,6920.041477
A4,2018/8/7,0:00,6930.304407
A4,2018/8/8,0:00,6940.567337
A4,2018/8/9,0:00,6950.51687
A4,2018/8/10,0:00,6960.466402
A4,2018/8/11,0:00,6969.72297
A4,2018/8/12,0:00,6978.598729
A4,2018/8/13,0:00,6987.854029
A4,2018/8/14,0:00,6997.348987
A4,2018/8/15,0:00,7006.925982
A4,2018/8/16,0:00,7015.590796
A4,2018/8/17,0:00,7023.244111
A4,2018/8/18,0:00,7032.754978
A4,2018/8/19,0:00,7042.534162
A4,2018/8/20,0:00,7052.02912
A4,2018/8/21,0:00,7061.522592
A4,2018/8/22,0:00,7070.777893
A4,2018/8/23,0:00,7080.033193
A4,2018/8/24,0:00,7089.288493
A4,2018/8/25,0:00,7095.297482
A4,2018/8/26,0:00,7102.069887
A4,2018/8/27,0:00,7111.3025
A4,2018/8/28,0:00,7120.713482
A4,2018/8/29,0:00,7130.124463
A4,2018/8/30,0:00,7139.668754
A4,2018/8/31,0:00,7148.901367
A4,2018/9/1,0:00,7158.312349
A4,2018/9/2,0:00,7167.72333
A4,2018/9/3,0:00,7177.103118
A4,2018/9/4,0:00,7188.483674
A4,2018/9/5,0:00,7197.994582
A4,2018/9/6,0:00,7207.669206
A4,2018/9/7,0:00,7213.700931
A4,2018/9/8,0:00,7220.559257
A4,2018/9/9,0:00,7228.088376
A4,2018/9/10,0:00,7235.51665
A4,2018/9/11,0:00,7241.548375
A4,2018/9/12,0:00,7248.743001
A4,2018/9/13,0:00,7256.110518
A4,2018/9/14,0:00,7264.517939
A4,2018/9/15,0:00,7273.575472
A4,2018/9/16,0:00,7281.907806
A4,2018/9/17,0:00,7290.24014
A4,2018/9/18,0:00,7298.943473
A4,2018/9/19,0:00,7308.323261
A4,2018/9/20,0:00,7317.026595
A4,2018/9/21,0:00,7323.000407
A4,2018/9/22,0:00,7328.637852
A4,2018/9/23,0:00,7336.16697
A4,2018/9/24,0:00,7344.074623
A4,2018/9/25,0:00,7350.499379
A4,2018/9/26,0:00,7356.633156
A4,2018/9/27,0:00,7363.491482
A4,2018/9/28,0:00,7369.322227
A4,2018/9/29,0:00,7375.276787
A4,2018/9/30,0:00,7383.413867
A5,2018/8/1,0:00,9100.224775
A5,2018/8/2,0:00,9111.379046
A5,2018/8/3,0:00,9121.13958
A5,2018/8/4,0:00,9134.474937
A5,2018/8/5,0:00,9147.810295
A5,2018/8/6,0:00,9161.249293
A5,2018/8/7,0:00,9174.688292
A5,2018/8/8,0:00,9188.12729
A5,2018/8/9,0:00,9201.462648
A5,2018/8/10,0:00,9214.798005
A5,2018/8/11,0:00,9226.925373
A5,2018/8/12,0:00,9237.199612
A5,2018/8/13,0:00,9248.353883
A5,2018/8/14,0:00,9260.236348
A5,2018/8/15,0:00,9271.600116
A5,2018/8/16,0:00,9282.116374
A5,2018/8/17,0:00,9291.876908
A5,2018/8/18,0:00,9303.511683
A5,2018/8/19,0:00,9317.048284
A5,2018/8/20,0:00,9328.930748
A5,2018/8/21,0:00,9339.841404
A5,2018/8/22,0:00,9350.995675
A5,2018/8/23,0:00,9362.149946
A5,2018/8/24,0:00,9373.304217
A5,2018/8/25,0:00,9380.862949
A5,2018/8/26,0:00,9388.975147
A5,2018/8/27,0:00,9399.409146
A5,2018/8/28,0:00,9410.7813
A5,2018/8/29,0:00,9422.153454
A5,2018/8/30,0:00,9433.841012
A5,2018/8/31,0:00,9444.275011
A5,2018/9/1,0:00,9455.647165
A5,2018/9/2,0:00,9467.019319
A5,2018/9/3,0:00,9478.628005
A5,2018/9/4,0:00,9492.945887
A5,2018/9/5,0:00,9505.261316
A5,2018/9/6,0:00,9517.536294
A5,2018/9/7,0:00,9524.292985
A5,2018/9/8,0:00,9532.837016
A5,2018/9/9,0:00,9542.34234
A5,2018/9/10,0:00,9551.881299
A5,2018/9/11,0:00,9558.63799
A5,2018/9/12,0:00,9567.374134
A5,2018/9/13,0:00,9576.384162
A5,2018/9/14,0:00,9586.684268
A5,2018/9/15,0:00,9597.739327
A5,2018/9/16,0:00,9607.646862
A5,2018/9/17,0:00,9617.554397
A5,2018/9/18,0:00,9628.300717
A5,2018/9/19,0:00,9639.909403
A5,2018/9/20,0:00,9650.655723
A5,2018/9/21,0:00,9657.905048
A5,2018/9/22,0:00,9664.156445
A5,2018/9/23,0:00,9673.661769
A5,2018/9/24,0:00,9684.135201
A5,2018/9/25,0:00,9692.342274
A5,2018/9/26,0:00,9699.226789
A5,2018/9/27,0:00,9707.77082
A5,2018/9/28,0:00,9715.458335
A5,2018/9/29,0:00,9723.502701
A5,2018/9/30,0:00,9735.069061
